Tagesgruppe;Linie;Richtung;Abfahrtszeit;Starthaltestelle;Geplant;Erhoben;Güteprüfung ok
Montag - Freitag Schule;312070;2;08:45:00;Fellbach Alte Kelter;50;16;9
Montag - Freitag Schule;312070;2;09:00:00;Fellbach Alte Kelter;50;19;3
Montag - Freitag Schule;312070;2;09:15:00;Fellbach Alte Kelter;50;25;20
Montag - Freitag Schule;312070;2;09:30:00;Fellbach Alte Kelter;50;31;8
Montag - Freitag Schule;312070;2;09:45:00;Fellbach Alte Kelter;50;28;11
Montag - Freitag Schule;312070;2;10:00:00;Fellbach Alte Kelter;50;30;16
Montag - Freitag Schule;312070;2;10:15:00;Fellbach Alte Kelter;50;19;7
Montag - Freitag Schule;312070;2;10:30:00;Fellbach Alte Kelter;50;25;14
Montag - Freitag Schule;312070;2;10:45:00;Fellbach Alte Kelter;50;31;6
Montag - Freitag Schule;312070;2;11:00:00;Fellbach Alte Kelter;50;28;6
Montag - Freitag Schule;312070;2;11:15:00;Fellbach Alte Kelter;50;29;18
Montag - Freitag Schule;312070;2;11:30:00;Fellbach Alte Kelter;50;19;5
Montag - Freitag Schule;312070;2;11:45:00;Fellbach Alte Kelter;50;5;5
Montag - Freitag Schule;312070;2;12:00:00;Fellbach Alte Kelter;50;32;7
Montag - Freitag Schule;312070;2;12:15:00;Fellbach Alte Kelter;50;29;9
Montag - Freitag Schule;312070;2;12:30:00;Fellbach Alte Kelter;50;29;20
Montag - Freitag Schule;312070;2;12:45:00;Fellbach Alte Kelter;50;19;4
Montag - Freitag Schule;312070;2;13:00:00;Fellbach Alte Kelter;50;5;4
Montag - Freitag Schule;312070;2;13:15:00;Fellbach Alte Kelter;50;32;6
Montag - Freitag Schule;312070;2;13:30:00;Fellbach Alte Kelter;50;29;8
Montag - Freitag Schule;312070;2;13:45:00;Fellbach Alte Kelter;50;16;7
Montag - Freitag Schule;312070;2;14:00:00;Fellbach Alte Kelter;50;19;5
Montag - Freitag Schule;312070;2;14:15:00;Fellbach Alte Kelter;50;36;28
Montag - Freitag Schule;312070;2;14:30:00;Fellbach Alte Kelter;50;32;12
Montag - Freitag Schule;312070;2;14:45:00;Fellbach Alte Kelter;50;29;9
Montag - Freitag Schule;312070;2;15:00:00;Fellbach Alte Kelter;50;29;19
Montag - Freitag Schule;312070;2;15:15:00;Fellbach Alte Kelter;50;19;8
Montag - Freitag Schule;312070;2;15:30:00;Fellbach Alte Kelter;50;36;29
Montag - Freitag Schule;312070;2;15:45:00;Fellbach Alte Kelter;50;31;10
Montag - Freitag Schule;312070;2;16:00:00;Fellbach Alte Kelter;50;28;8
Montag - Freitag Schule;312070;2;16:15:00;Fellbach Alte Kelter;50;27;17
Montag - Freitag Schule;312070;2;16:30:00;Fellbach Alte Kelter;50;19;6
Montag - Freitag Schule;312070;2;16:45:00;Fellbach Alte Kelter;50;37;28
Montag - Freitag Schule;312070;2;17:00:00;Fellbach Alte Kelter;50;33;12
Montag - Freitag Schule;312070;2;17:15:00;Fellbach Alte Kelter;50;29;11
Montag - Freitag Schule;312070;2;17:30:00;Fellbach Alte Kelter;50;28;20
Montag - Freitag Schule;312070;2;17:45:00;Fellbach Alte Kelter;50;19;3
Montag - Freitag Schule;312070;2;18:00:00;Fellbach Alte Kelter;50;18;11
Montag - Freitag Schule;312070;2;18:15:00;Fellbach Alte Kelter;50;30;7
Montag - Freitag Schule;312070;2;18:30:00;Fellbach Alte Kelter;50;29;9
Montag - Freitag Schule;312070;2;18:45:00;Fellbach Alte Kelter;50;35;20
Montag - Freitag Schule;312070;2;19:00:00;Fellbach Alte Kelter;50;20;2
Montag - Freitag Schule;312070;2;19:15:00;Fellbach Alte Kelter;50;17;9
Montag - Freitag Schule;312070;2;19:30:00;Fellbach Alte Kelter;50;32;7
Montag - Freitag Schule;312070;2;19:45:00;Fellbach Alte Kelter;50;29;13
Montag - Freitag Schule;312070;2;20:10:00;Fellbach Lutherkirche;50;20;4
Montag - Freitag Schule;312070;2;20:40:00;Fellbach Lutherkirche;50;33;6
Montag - Freitag Schule;312070;2;21:10:00;Fellbach Lutherkirche;50;19;1
Montag - Freitag Schule;312070;2;21:40:00;Fellbach Lutherkirche;50;32;11
Montag - Freitag Schule;312070;2;22:10:00;Fellbach Lutherkirche;50;20;7
Montag - Freitag Schule;312070;2;22:40:00;Fellbach Lutherkirche;50;33;9
Montag - Freitag Schule;312070;2;23:10:00;Fellbach Lutherkirche;50;19;4
Montag - Freitag Schule;312070;2;23:40:00;Fellbach Lutherkirche;50;32;16
Montag - Freitag Schule;312070;2;24:10:00;Fellbach Lutherkirche;50;19;12
Montag - Freitag Schule;312070;2;24:40:00;Fellbach Lutherkirche;50;32;21
Samstag;312070;2;06:10:00;Fellbach Lutherkirche;12;12;3
Samstag;312070;2;06:40:00;Fellbach Lutherkirche;12;6;4
Samstag;312070;2;07:10:00;Fellbach Lutherkirche;12;12;4
Samstag;312070;2;07:40:00;Fellbach Lutherkirche;12;6;4
Samstag;312070;2;08:05:00;Fellbach Alte Kelter;12;8;5
Samstag;312070;2;08:35:00;Fellbach Alte Kelter;12;12;1
Samstag;312070;2;09:05:00;Fellbach Alte Kelter;12;6;4
Samstag;312070;2;09:35:00;Fellbach Alte Kelter;12;8;6
Samstag;312070;2;10:05:00;Fellbach Alte Kelter;12;12;1
Samstag;312070;2;10:35:00;Fellbach Alte Kelter;12;6;3
Samstag;312070;2;11:05:00;Fellbach Alte Kelter;12;8;3
Samstag;312070;2;11:35:00;Fellbach Alte Kelter;12;12;2
Samstag;312070;2;12:05:00;Fellbach Alte Kelter;12;6;4
Samstag;312070;2;12:35:00;Fellbach Alte Kelter;12;8;3
Samstag;312070;2;13:05:00;Fellbach Alte Kelter;12;12;5
Samstag;312070;2;13:35:00;Fellbach Alte Kelter;12;6;3
Samstag;312070;2;14:05:00;Fellbach Alte Kelter;12;8;6
Samstag;312070;2;14:35:00;Fellbach Alte Kelter;12;2;2
Samstag;312070;2;15:05:00;Fellbach Alte Kelter;12;6;3
Samstag;312070;2;15:35:00;Fellbach Alte Kelter;12;8;5
Samstag;312070;2;16:05:00;Fellbach Alte Kelter;12;2;1
Samstag;312070;2;16:40:00;Fellbach Lutherkirche;12;8;6
Samstag;312070;2;17:10:00;Fellbach Lutherkirche;12;2;1
Samstag;312070;2;17:40:00;Fellbach Lutherkirche;12;8;7
Samstag;312070;2;18:10:00;Fellbach Lutherkirche;12;2;2
Samstag;312070;2;18:40:00;Fellbach Lutherkirche;12;8;4
Samstag;312070;2;19:10:00;Fellbach Lutherkirche;12;2;0
Samstag;312070;2;19:40:00;Fellbach Lutherkirche;12;8;2
Samstag;312070;2;20:10:00;Fellbach Lutherkirche;12;2;0
Samstag;312070;2;20:40:00;Fellbach Lutherkirche;12;8;5
Samstag;312070;2;21:10:00;Fellbach Lutherkirche;12;2;0
Samstag;312070;2;21:40:00;Fellbach Lutherkirche;12;10;1
Samstag;312070;2;22:10:00;Fellbach Lutherkirche;12;2;1
Samstag;312070;2;22:40:00;Fellbach Lutherkirche;12;10;2
Samstag;312070;2;23:10:00;Fellbach Lutherkirche;12;7;1
Samstag;312070;2;23:40:00;Fellbach Lutherkirche;12;10;0
Samstag;312070;2;24:10:00;Fellbach Lutherkirche;12;7;5
Samstag;312070;2;24:40:00;Fellbach Lutherkirche;12;10;6
Sonn-/Feiertag;312070;2;06:47:00;Waiblingen Remspark;16;0;0
Sonn-/Feiertag;312070;2;07:40:00;Fellbach Lutherkirche;16;0;0
Sonn-/Feiertag;312070;2;08:40:00;Fellbach Lutherkirche;16;0;0
Sonn-/Feiertag;312070;2;09:40:00;Fellbach Lutherkirche;16;10;6
Sonn-/Feiertag;312070;2;10:17:00;Waiblingen Remspark;16;13;4
Sonn-/Feiertag;312070;2;10:40:00;Fellbach Lutherkirche;16;10;6
Sonn-/Feiertag;312070;2;11:17:00;Waiblingen Remspark;16;13;2
Sonn-/Feiertag;312070;2;11:40:00;Fellbach Lutherkirche;16;0;0
Sonn-/Feiertag;312070;2;12:17:00;Waiblingen Remspark;16;13;2
Sonn-/Feiertag;312070;2;12:40:00;Fellbach Lutherkirche;16;0;0
Sonn-/Feiertag;312070;2;13:17:00;Waiblingen Remspark;16;12;3
Sonn-/Feiertag;312070;2;13:40:00;Fellbach Lutherkirche;16;0;0
Sonn-/Feiertag;312070;2;14:17:00;Waiblingen Remspark;16;8;5
Sonn-/Feiertag;312070;2;14:40:00;Fellbach Lutherkirche;16;12;0
Sonn-/Feiertag;312070;2;15:17:00;Waiblingen Remspark;16;9;7
Sonn-/Feiertag;312070;2;15:40:00;Fellbach Lutherkirche;16;12;2
Sonn-/Feiertag;312070;2;16:17:00;Waiblingen Remspark;16;6;4
Sonn-/Feiertag;312070;2;16:40:00;Fellbach Lutherkirche;16;9;2
Sonn-/Feiertag;312070;2;17:17:00;Waiblingen Remspark;16;5;1
Sonn-/Feiertag;312070;2;17:40:00;Fellbach Lutherkirche;16;12;1
Sonn-/Feiertag;312070;2;18:17:00;Waiblingen Remspark;16;5;5
Sonn-/Feiertag;312070;2;18:40:00;Fellbach Lutherkirche;16;12;0
Sonn-/Feiertag;312070;2;19:17:00;Waiblingen Remspark;16;5;4
Sonn-/Feiertag;312070;2;19:40:00;Fellbach Lutherkirche;16;12;0
Sonn-/Feiertag;312070;2;20:17:00;Waiblingen Remspark;16;5;3
Sonn-/Feiertag;312070;2;20:40:00;Fellbach Lutherkirche;16;12;4
Sonn-/Feiertag;312070;2;21:17:00;Waiblingen Remspark;16;6;2
Sonn-/Feiertag;312070;2;21:40:00;Fellbach Lutherkirche;16;10;4
Sonn-/Feiertag;312070;2;22:17:00;Waiblingen Remspark;16;6;3
Sonn-/Feiertag;312070;2;22:40:00;Fellbach Lutherkirche;16;9;3
Sonn-/Feiertag;312070;2;23:17:00;Waiblingen Remspark;16;6;4
Sonn-/Feiertag;312070;2;23:40:00;Fellbach Lutherkirche;16;9;4
Sonn-/Feiertag;312070;2;24:17:00;Waiblingen Remspark;16;6;4
Sonn-/Feiertag;312070;2;24:40:00;Fellbach Lutherkirche;16;9;8
Montag - Freitag Ferien;312080;1;05:46:00;Waiblingen Oberer Rosberg;13;0;0
Montag - Freitag Ferien;312080;1;06:05:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;06:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;07:05:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;07:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;08:05:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;08:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;09:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;10:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;11:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;12:05:00;Waiblingen;13;4;0
Montag - Freitag Ferien;312080;1;12:35:00;Waiblingen;13;4;0
Montag - Freitag Ferien;312080;1;13:05:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;13:35:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312080;1;14:05:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;14:35:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312080;1;15:05:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;15:35:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312080;1;16:05:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;16:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;17:05:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312080;1;17:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;18:05:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312080;1;18:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;19:05:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312080;1;19:35:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312080;1;20:05:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312080;1;20:35:00;Waiblingen;13;4;1
Montag - Freitag Schule;312080;1;05:46:00;Waiblingen Oberer Rosberg;45;0;0
Montag - Freitag Schule;312080;1;05:48:00;Waiblingen Im Baumstückle;5;0;0
Montag - Freitag Schule;312080;1;06:05:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;06:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;07:05:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;07:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;08:05:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;08:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;09:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;10:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;11:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;12:05:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;12:35:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;13:05:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;13:35:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;14:05:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;14:35:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;15:05:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;15:35:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;16:05:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;16:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;17:05:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;17:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;18:05:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;18:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;19:05:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;19:35:00;Waiblingen;50;0;0
Montag - Freitag Schule;312080;1;20:05:00;Waiblingen;50;3;0
Montag - Freitag Schule;312080;1;20:35:00;Waiblingen;50;3;0
Samstag;312080;1;06:46:00;Waiblingen Oberer Rosberg;11;0;0
Samstag;312080;1;06:48:00;Waiblingen Im Baumstückle;1;0;0
Samstag;312080;1;07:35:00;Waiblingen;12;0;0
Samstag;312080;1;08:35:00;Waiblingen;12;0;0
Samstag;312080;1;09:35:00;Waiblingen;12;0;0
Samstag;312080;1;10:35:00;Waiblingen;12;0;0
Samstag;312080;1;11:35:00;Waiblingen;12;0;0
Samstag;312080;1;12:35:00;Waiblingen;12;0;0
Samstag;312080;1;13:35:00;Waiblingen;12;0;0
Samstag;312080;1;14:35:00;Waiblingen;12;0;0
Samstag;312080;1;15:35:00;Waiblingen;12;0;0
Samstag;312080;1;16:35:00;Waiblingen;12;0;0
Samstag;312080;1;17:35:00;Waiblingen;12;0;0
Samstag;312080;1;18:35:00;Waiblingen;12;0;0
Samstag;312080;1;19:35:00;Waiblingen;12;0;0
Samstag;312080;1;20:35:00;Waiblingen;12;0;0
Sonn-/Feiertag;312080;1;09:46:00;Waiblingen Oberer Rosberg;15;0;0
Sonn-/Feiertag;312080;1;09:48:00;Waiblingen Im Baumstückle;1;0;0
Sonn-/Feiertag;312080;1;10:35:00;Waiblingen;16;0;0
Sonn-/Feiertag;312080;1;11:35:00;Waiblingen;16;0;0
Sonn-/Feiertag;312080;1;12:35:00;Waiblingen;16;0;0
Sonn-/Feiertag;312080;1;13:35:00;Waiblingen;16;0;0
Sonn-/Feiertag;312080;1;14:35:00;Waiblingen;16;0;0
Sonn-/Feiertag;312080;1;15:35:00;Waiblingen;16;0;0
Sonn-/Feiertag;312080;1;16:35:00;Waiblingen;16;0;0
Sonn-/Feiertag;312080;1;17:35:00;Waiblingen;16;0;0
Sonn-/Feiertag;312080;1;18:35:00;Waiblingen;16;0;0
Montag - Freitag Ferien;312090;1;05:09:00;Korb Seeplatz;13;0;0
Montag - Freitag Ferien;312090;1;05:39:00;Korb Seeplatz;13;3;2
Montag - Freitag Ferien;312090;1;05:40:00;Waiblingen;13;10;9
Montag - Freitag Ferien;312090;1;05:55:00;Waiblingen;13;13;13
Montag - Freitag Ferien;312090;1;06:10:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;06:25:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;06:40:00;Waiblingen;13;9;7
Montag - Freitag Ferien;312090;1;06:55:00;Waiblingen;13;3;2
Montag - Freitag Ferien;312090;1;07:10:00;Waiblingen;13;10;10
Montag - Freitag Ferien;312090;1;07:25:00;Waiblingen;13;13;11
Montag - Freitag Ferien;312090;1;07:40:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;07:55:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;08:10:00;Waiblingen;13;10;7
Montag - Freitag Ferien;312090;1;08:25:00;Waiblingen;13;3;3
Montag - Freitag Ferien;312090;1;08:40:00;Waiblingen;13;10;9
Montag - Freitag Ferien;312090;1;08:55:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;09:10:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;09:25:00;Waiblingen;13;10;6
Montag - Freitag Ferien;312090;1;09:40:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;09:55:00;Waiblingen;13;1;1
Montag - Freitag Ferien;312090;1;10:10:00;Waiblingen;13;1;1
Montag - Freitag Ferien;312090;1;10:25:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;10:40:00;Waiblingen;13;7;6
Montag - Freitag Ferien;312090;1;10:55:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;11:10:00;Waiblingen;13;10;10
Montag - Freitag Ferien;312090;1;11:25:00;Waiblingen;13;9;7
Montag - Freitag Ferien;312090;1;11:40:00;Waiblingen;13;1;1
Montag - Freitag Ferien;312090;1;11:55:00;Waiblingen;13;7;6
Montag - Freitag Ferien;312090;1;12:10:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;12:25:00;Waiblingen;13;10;9
Montag - Freitag Ferien;312090;1;12:40:00;Waiblingen;13;9;6
Montag - Freitag Ferien;312090;1;12:55:00;Waiblingen;13;1;1
Montag - Freitag Ferien;312090;1;13:10:00;Waiblingen;13;7;7
Montag - Freitag Ferien;312090;1;13:25:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;13:40:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;13:55:00;Waiblingen;13;9;8
Montag - Freitag Ferien;312090;1;14:10:00;Waiblingen;13;7;6
Montag - Freitag Ferien;312090;1;14:25:00;Waiblingen;13;1;1
Montag - Freitag Ferien;312090;1;14:40:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;14:55:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;15:10:00;Waiblingen;13;9;9
Montag - Freitag Ferien;312090;1;15:25:00;Waiblingen;13;7;6
Montag - Freitag Ferien;312090;1;15:40:00;Waiblingen;13;10;10
Montag - Freitag Ferien;312090;1;15:55:00;Waiblingen;13;4;4
Montag - Freitag Ferien;312090;1;16:10:00;Waiblingen;13;1;1
Montag - Freitag Ferien;312090;1;16:25:00;Waiblingen;13;9;6
Montag - Freitag Ferien;312090;1;16:40:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;16:55:00;Waiblingen;13;10;9
Montag - Freitag Ferien;312090;1;17:10:00;Waiblingen;13;6;4
Montag - Freitag Ferien;312090;1;17:25:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;17:40:00;Waiblingen;13;13;9
Montag - Freitag Ferien;312090;1;17:55:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;18:10:00;Waiblingen;13;10;8
Montag - Freitag Ferien;312090;1;18:25:00;Waiblingen;13;6;3
Montag - Freitag Ferien;312090;1;18:40:00;Waiblingen;13;9;8
Montag - Freitag Ferien;312090;1;18:55:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;19:10:00;Waiblingen;13;1;0
Montag - Freitag Ferien;312090;1;19:25:00;Waiblingen;13;13;11
Montag - Freitag Ferien;312090;1;19:40:00;Waiblingen;13;6;2
Montag - Freitag Ferien;312090;1;19:55:00;Waiblingen;13;9;8
Montag - Freitag Ferien;312090;1;20:10:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;20:35:00;Waiblingen;13;13;8
Montag - Freitag Ferien;312090;1;21:05:00;Waiblingen;13;9;8
Montag - Freitag Ferien;312090;1;21:35:00;Waiblingen;13;13;9
Montag - Freitag Ferien;312090;1;22:05:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312090;1;22:35:00;Waiblingen;13;13;8
Montag - Freitag Ferien;312090;1;23:05:00;Waiblingen;13;9;9
Montag - Freitag Ferien;312090;1;23:35:00;Waiblingen;13;13;11
Montag - Freitag Ferien;312090;1;24:05:00;Waiblingen;13;9;8
Montag - Freitag Ferien;312090;1;24:35:00;Waiblingen;13;10;10
Montag - Freitag Ferien;312090;1;25:05:00;Waiblingen;13;9;9
Montag - Freitag Schule;312090;1;05:09:00;Korb Seeplatz;50;0;0
Montag - Freitag Schule;312090;1;05:39:00;Korb Seeplatz;50;5;4
Montag - Freitag Schule;312090;1;05:40:00;Waiblingen;50;3;1
Montag - Freitag Schule;312090;1;05:55:00;Waiblingen;50;11;10
Montag - Freitag Schule;312090;1;06:10:00;Waiblingen;50;27;24
Montag - Freitag Schule;312090;1;06:25:00;Waiblingen;50;0;0
Montag - Freitag Schule;312090;1;06:40:00;Waiblingen;50;35;30
Montag - Freitag Schule;312090;1;06:55:00;Waiblingen;50;5;3
Montag - Freitag Schule;312090;1;07:10:00;Waiblingen;50;3;2
Montag - Freitag Schule;312090;1;07:19:00;Großheppach Kath. Kirche;50;32;10
Montag - Freitag Schule;312090;1;07:25:00;Waiblingen;50;11;7
Montag - Freitag Schule;312090;1;07:40:00;Waiblingen;50;27;24
Montag - Freitag Schule;312090;1;07:55:00;Waiblingen;50;36;30
Montag - Freitag Schule;312090;1;08:10:00;Waiblingen;50;5;4
Montag - Freitag Schule;312090;1;08:25:00;Waiblingen;50;1;0
Montag - Freitag Schule;312090;1;08:40:00;Waiblingen;50;3;1
Montag - Freitag Schule;312090;1;08:55:00;Waiblingen;50;10;7
Montag - Freitag Schule;312090;1;09:10:00;Waiblingen;50;27;25
Montag - Freitag Schule;312090;1;09:25:00;Waiblingen;50;24;14
Montag - Freitag Schule;312090;1;09:40:00;Waiblingen;50;1;1
Montag - Freitag Schule;312090;1;09:55:00;Waiblingen;50;36;33
Montag - Freitag Schule;312090;1;10:10:00;Waiblingen;50;0;0
Montag - Freitag Schule;312090;1;10:25:00;Waiblingen;50;16;11
Montag - Freitag Schule;312090;1;10:40:00;Waiblingen;50;1;1
Montag - Freitag Schule;312090;1;10:55:00;Waiblingen;50;25;16
Montag - Freitag Schule;312090;1;11:10:00;Waiblingen;50;28;24
Montag - Freitag Schule;312090;1;11:25:00;Waiblingen;50;1;1
Montag - Freitag Schule;312090;1;11:40:00;Waiblingen;50;16;7
Montag - Freitag Schule;312090;1;11:55:00;Waiblingen;50;34;24
Montag - Freitag Schule;312090;1;12:10:00;Waiblingen;50;1;1
Montag - Freitag Schule;312090;1;12:25:00;Waiblingen;50;28;23
Montag - Freitag Schule;312090;1;12:40:00;Waiblingen;50;4;2
Montag - Freitag Schule;312090;1;12:55:00;Waiblingen;50;25;14
Montag - Freitag Schule;312090;1;13:10:00;Waiblingen;50;0;0
Montag - Freitag Schule;312090;1;13:15:00;Waiblingen Im Sämann;50;9;2
